file_index,rms,peak,p2p,kurtosis,skew,crest,std,band_0_100,band_200_260,band_440_500,band_670_730,band_900_950,band_970_1010,band_HF
48,0.07824754763529333,0.415,0.764,0.32975824899322603,0.025824338304817677,5.303680594936776,0.07821656732108538,0.0004798892377004384,9.247894678572844e-05,0.0001280953157402311,2.5469525646020244e-05,7.425694255695377e-05,0.0023600463843113425,0.008342493974737526
49,0.0769698265505305,0.405,0.771,0.4243128403754697,0.046607651596455156,5.261802165149179,0.0769404413543266,0.00043546934993037484,6.739550817156914e-05,0.0001351756966724859,3.307263986101024e-05,9.771444031348075e-05,0.0020847555882436315,0.008235916054534432
50,0.07847964256337436,0.396,0.792,0.5533985473990737,-0.041870852127814225,5.045894541061062,0.0784566088423693,0.000526900186532049,6.463123235207254e-05,9.923681817876508e-05,3.469397217095628e-05,5.9577907415373895e-05,0.0021890187728344037,0.008645932273734162
51,0.07853956351488958,0.427,0.8300000000000001,0.5791138307510235,-0.023830270412440426,5.436750357208342,0.07851550116945437,0.0005200027570744793,0.00010151314982065691,0.0001040371735668089,2.910902311563577e-05,0.00010389954775669913,0.0021623685227365567,0.008514322496721523
52,0.07938090836770041,0.532,0.9930000000000001,0.627682513208395,0.013215485169117734,6.701863343878861,0.07935929787647265,0.000543677662580448,5.30024549776161e-05,0.00010021997979769993,2.8305273206640505e-05,8.504908980539709e-05,0.0022011557412603506,0.008885025867027873
53,0.07691333012919477,0.386,0.738,0.3985078570542333,-0.047841962943301286,5.01863590286105,0.07688593782324185,0.0005851157675692135,5.9895274551281295e-05,0.0001073494912373463,2.827759032138635e-05,8.603137508060968e-05,0.002110004095952912,0.008135669719060093
54,0.07662792325938943,0.4,0.793,0.42524278547334715,0.015918091365504334,5.2200292397427965,0.07660347064112269,0.0005195855596270574,4.9433410404313634e-05,8.470993953526716e-05,3.26067987719897e-05,8.815051187709148e-05,0.002176443826341106,0.008057750076131432
55,0.07833920727505721,0.442,0.7909999999999999,0.6133875523003884,0.050826720914781964,5.642130107883902,0.07831092036327802,0.0004869825086360418,6.222956749105052e-05,0.00015611348928381807,2.3864646409673984e-05,8.254159356677092e-05,0.0021365151146227473,0.008669825697651637
56,0.07738031364276786,0.461,0.813,0.4843217611881623,-0.01055253808173417,5.957587638146366,0.07734228926780076,0.00045166330219322724,6.035164963086361e-05,9.194957076653166e-05,2.4717106813952676e-05,8.051103793687485e-05,0.0021998264895667506,0.008308593990187903
57,0.07742347280137335,0.452,0.835,0.44941512079219326,0.007369960546107674,5.838022806775264,0.07739667641153741,0.0005334692542907037,9.254702927750798e-05,0.00011010053469409371,3.1392866116246676e-05,7.497798878537757e-05,0.002263997326933529,0.008143800993769055
58,0.07599751100981861,0.347,0.694,0.29858314003197517,-0.00679937197147013,4.565939007536745,0.07596992815109206,0.000530038780979292,0.0001359728131907624,0.000114862333678086,2.3904649771408235e-05,9.381036966253166e-05,0.002207971376517558,0.007777468369009998
59,0.07812885896719358,0.388,0.737,0.3479309532451049,0.01652104161192016,4.966154697817301,0.0781090853466685,0.0005195791528644425,0.0001669147915982671,0.00011364989696247257,3.2235701103374994e-05,8.929437875712144e-05,0.00235858021879732,0.008211747960134038
60,0.0786632849704597,0.413,0.7789999999999999,0.41299062915361917,-0.001889781638149953,5.250225694869505,0.07864043941895045,0.0005706682087628776,6.011232710956948e-05,7.851201624985482e-05,2.835127233539809e-05,7.872864479625245e-05,0.002252064130319424,0.008573877645578938
61,0.07712632634090483,0.342,0.669,0.39507344142139234,0.008946704887335465,4.434283547797896,0.07709218438354405,0.0005493647323117535,5.427065821336657e-05,8.043322791961197e-05,2.87974474477826e-05,9.263102347833228e-05,0.002321258819382652,0.008055463883649512
62,0.07930147000233508,0.391,0.777,0.47239362493033044,-0.011074794184598856,4.930551728531088,0.07926025001588238,0.0005922706502079145,0.00010137120453655854,0.00010132239350292594,3.710533080692555e-05,6.330508372546088e-05,0.002195365536481496,0.008734797771951533
63,0.0769426198413264,0.408,0.7689999999999999,0.3944622448109758,-0.0011731127230121643,5.302652818893979,0.07691473137716869,0.0005288250736687826,4.740448284361221e-05,8.75970690341413e-05,2.720910123434216e-05,7.053915137715582e-05,0.002314612481561679,0.008060351541167864
64,0.0771994016001541,0.388,0.774,0.37800827777844237,0.03338287419999933,5.025945693265576,0.07717660830160832,0.0004948014951147833,9.115127889200007e-05,9.732569423430402e-05,2.9760165684771133e-05,0.00010835975711755921,0.002107410296846004,0.00821210349390439
65,0.07699636792620886,0.381,0.752,0.4364865722352329,0.040340532998082525,4.9482853575663635,0.07697548805816473,0.0005037882083539915,9.147647748905355e-05,0.00012907746021141437,3.407602328625008e-05,8.270870973919136e-05,0.0023528799838699404,0.007971156414976747
66,0.0774460721521555,0.459,0.8420000000000001,0.49113721911236174,0.04239872022316879,5.926704702238386,0.07742266494287933,0.00048397128628776604,8.429574564776884e-05,0.0001285059536616034,3.1115650561398395e-05,0.00011424290368696302,0.0021012946940451903,0.008293659500568963
67,0.07664165646604576,0.393,0.7130000000000001,0.34600497216470494,0.04990645163129154,5.1277597342769,0.0766164975079725,0.000516642865870406,6.576121106927863e-05,7.769892839541212e-05,2.82563172441773e-05,0.00010299403872814982,0.002220875261462618,0.008006415624855084
68,0.07695564843578329,0.386,0.755,0.44699011171583214,-0.012696409772231567,5.015876129184814,0.07693101411986752,0.0004937041717697494,7.569236225508404e-05,7.731335914187761e-05,2.5371189643342993e-05,9.239305655876977e-05,0.002198524719345389,0.008206374888585109
69,0.0773247059887718,0.444,0.825,0.4880416166718633,0.04372833456528374,5.742019892823524,0.07728708668930986,0.0004524390741652548,0.00010392934895009556,0.00013653033032699115,2.7736925961985605e-05,7.304841587859203e-05,0.0022261001707144863,0.008270229991695965
70,0.07577292447823547,0.5,0.861,0.5881648615563311,0.03175156805882329,6.598663090231104,0.07572478230967107,0.000432470736154876,7.273485787920983e-05,8.795598843474678e-05,2.7660158902179785e-05,9.387208685836055e-05,0.0020302674359310405,0.007997564945342877
71,0.07668913124793174,0.391,0.74,0.36239839655682227,0.032043297481202375,5.098506054669207,0.0766661109152291,0.0004487302207906195,6.944065748094442e-05,8.589108409740304e-05,3.174725851265867e-05,9.020974386479084e-05,0.0023142165413908527,0.007977307348467315
72,0.07740031675131004,0.439,0.8029999999999999,0.5401611783934825,0.0037309822695518594,5.67181141396166,0.07736800711452542,0.0005109780950027213,8.034789657546763e-05,9.666861588660261e-05,3.66778810689591e-05,8.882942400978725e-05,0.0021659927119010414,0.008293469025823313
73,0.07795509180220767,0.398,0.781,0.32607400357451866,-0.030949995995736064,5.105503576401706,0.07793970891358244,0.0004895219047648143,0.0001459093100051169,0.0001513649156126608,2.969883335967973e-05,7.631252259147968e-05,0.002246570227018389,0.008310134366490807
74,0.07882041185009597,0.437,0.769,0.3948251135159331,-0.005168130137509345,5.54424913213548,0.07879662162435938,0.0005447899865636145,5.2394797725756376e-05,9.327964512797552e-05,2.8512927417171485e-05,9.60784127121396e-05,0.0020758995052272983,0.00880673676079598
75,0.07756062271096396,0.383,0.7250000000000001,0.34016117779744404,0.010694172240866774,4.938072782400715,0.07753322072782182,0.0005376483425102167,5.562966773165155e-05,0.00010739601754247409,3.765959589030978e-05,7.516172562012736e-05,0.0022117877356080083,0.008263567137840327
76,0.07689052656973988,0.352,0.694,0.4461346262694348,-0.05264483562148161,4.577937175084335,0.0768620850433046,0.0005727099134500807,0.00012070452156461425,8.808340321488473e-05,3.3990034988616386e-05,0.00010190880037577263,0.0020502922836798804,0.008129966745734648
77,0.07824627430976747,0.432,0.854,0.4445772787585356,-0.009280108908770558,5.521029643970569,0.07822026971915784,0.0005673209572227848,5.682438878711128e-05,0.00017243983808407025,3.8418262652561725e-05,7.968470971966898e-05,0.002138478698292997,0.00844065061996375
78,0.07672532972039367,0.415,0.808,0.654300605984012,0.024579423944552762,5.408904745107711,0.076706570747191,0.0004989726950137992,4.400167355295197e-05,8.20452747914576e-05,2.9020566991730788e-05,9.814743087519801e-05,0.002175797556010605,0.00818290587751607
79,0.07738254866499697,0.427,0.786,0.38635508272233476,-0.022608192409152295,5.518040014978597,0.0773706565603994,0.0004595722639553427,0.00020532413118866098,9.721289255601173e-05,2.826094018449024e-05,7.941548596980025e-05,0.002102376689135978,0.008290196449863634
80,0.07699061808712475,0.361,0.71,0.4490551594338519,0.0311742894201705,4.6888829959358596,0.0769514830366446,0.00044505795624746625,7.105139219134793e-05,0.00012162407585848114,2.5803297323780183e-05,9.877737443333151e-05,0.002170491611489973,0.008281110649917992
81,0.07482262488921716,0.369,0.706,0.30274620550562537,0.013691470350722114,4.93166339113887,0.07479142203837336,0.0004586995158497821,6.990867779076493e-05,0.00016451033047041192,2.893610425063915e-05,8.243268603030883e-05,0.0020826654573209836,0.007603322371134062
82,0.07733855853789072,0.457,0.904,0.5816276126893913,-0.026196212632781712,5.9090834977250255,0.07730518236640493,0.000514586573100352,8.48442533904602e-05,0.00013918690044279557,3.057588186679075e-05,9.454667358528778e-05,0.0020598322065241326,0.008317672615796646
83,0.0767939753394594,0.374,0.716,0.31943993758112743,0.006857906365208837,4.870173712741182,0.0767718692892115,0.0005084893086189383,8.304237546676373e-05,9.047098532306257e-05,2.2856515995587742e-05,0.00010370782378354115,0.0022439428648330325,0.008004329364161043
84,0.077721765308917,0.42,0.754,0.4393592386496614,0.007062047350268253,5.403891668250741,0.07770301804785826,0.0005798837726149045,8.114545801772017e-05,8.859503563732915e-05,3.0867092962721276e-05,9.363531045087542e-05,0.002319587744661336,0.008138812257981192
85,0.0773589786144157,0.442,0.781,0.5730646490077822,0.05268895496802829,5.713622489735413,0.07733765888729578,0.0005473668030762069,7.722301947483116e-05,9.935297333875442e-05,3.224759668166661e-05,8.495002606141342e-05,0.002073471278481874,0.008256816584212383
86,0.07689176995692955,0.403,0.755,0.26313045713724614,-0.013550677377818133,5.241133091623419,0.07684285540653787,0.0005169704127659995,7.066315648506454e-05,8.286542582637274e-05,2.618318486386686e-05,8.693814709504245e-05,0.0022815492087612686,0.00806286462714959
87,0.07492218065631082,0.359,0.718,0.44095646881747097,-0.004973227870961808,4.791638428705681,0.07489928008879171,0.00040930122792864594,9.634237060500933e-05,8.103526593032809e-05,2.4860561460647214e-05,9.188964464443969e-05,0.001970520268345134,0.00785461309795942
88,0.07763068115281484,0.452,0.872,0.6069125322892983,0.05105431945917983,5.822440216702753,0.0776150336067212,0.000507669994789446,8.392805556089323e-05,0.00011058420277331654,2.4749684931309975e-05,8.262404033810208e-05,0.002040524281829414,0.008476129609296277
89,0.07778453061583003,0.374,0.721,0.42031091089811445,-0.014118265366716651,4.808153973986681,0.07776034071566805,0.0005400858195014835,0.0001355793703783726,7.894703138130915e-05,2.7803925634197e-05,0.00010408163431039819,0.002030353303836894,0.008526377575902836
90,0.0785893111942354,0.393,0.771,0.3801399430969181,-0.04865005906612907,5.000680041891323,0.07854299264982698,0.0005893514964794919,9.585630744985769e-05,8.783471218249755e-05,2.3517975829877073e-05,7.290840725181144e-05,0.0020993930439959915,0.008645434984507856
91,0.07599053317889341,0.376,0.732,0.34643963555082724,-0.019641247862199826,4.947984758968464,0.07594613449074082,0.0005123578584178441,0.00018909752626354175,9.068480895726316e-05,2.0401671667734567e-05,9.214916105281151e-05,0.0021486607265912474,0.007807051237423346
92,0.07671097179256287,0.386,0.718,0.358155992917113,-0.005701541338311308,5.03187472371965,0.07668904663489619,0.00046961887293904764,0.0001339157914336739,0.0002036263324337058,2.3220283414254076e-05,8.977650681720233e-05,0.002066724189009292,0.00807702151884847
93,0.07504429291050385,0.425,0.767,0.3535492935283626,-0.023618485785142994,5.663322066358625,0.07501633557018661,0.00042934928119533393,3.652822966020666e-05,0.00012255397591333692,2.2973828410379708e-05,7.992425182587624e-05,0.002154534610310778,0.00769691114146961
94,0.07824627774193958,0.403,0.755,0.5428820813815229,0.023891274306346494,5.150404742880744,0.07822606699390491,0.0004793178229852506,7.547117497598881e-05,0.00011105964705805496,2.800035736841508e-05,0.00011108684070360203,0.0020324211705664836,0.008712388376696724
95,0.07745035456261644,0.42,0.764,0.5008486498061995,0.021631831526954554,5.422828628305619,0.07743030001138924,0.0005567167337726536,0.00011429746322091869,0.00012316285641760012,2.9004209144414127e-05,7.951671705886987e-05,0.0022153365966922937,0.008155519678033107
96,0.07831602988602891,0.437,0.845,0.5366345309682168,-0.003735698301746257,5.579955988963865,0.07829629476519134,0.000555978781667222,7.704877596374465e-05,0.0001264802222041502,3.084631999094929e-05,9.936281502601559e-05,0.002075587538702559,0.00860478851563565
97,0.07656014919860397,0.444,0.8029999999999999,0.3892193620919868,0.010592670221423423,5.799361738995889,0.07652371351325286,0.0005492848910653893,4.713928387126332e-05,0.0001387604671096743,2.8024534539998448e-05,8.001816478620122e-05,0.0020895446542099085,0.008043415812456938
98,0.0776802038005823,0.381,0.759,0.45086148262336545,0.01200084189118508,4.904724516083713,0.0776539195149843,0.0005124619949663533,6.645205035395377e-05,9.297009214627642e-05,2.895245711091504e-05,0.0001157640071306839,0.002039888204478839,0.00844193996342039
99,0.07571563009461785,0.396,0.774,0.39253390254036136,-0.012775323005232134,5.230095813769356,0.07569132158473815,0.0004398749647507061,3.450754757443948e-05,0.00014369588404607205,2.9348804644723384e-05,0.00010098434252421007,0.0020782701556548754,0.007984683599129324
100,0.07794620572117751,0.388,0.749,0.524863236850583,0.032964975957209916,4.977792009311429,0.0779258334891341,0.0004905026008666237,8.295019577775727e-05,0.0001021250059199791,2.8113166152594836e-05,9.868397574872546e-05,0.002089349127937881,0.008530009258160068
101,0.07659392690463046,0.381,0.75,0.4165630099460307,-0.06115951499883137,4.974284716716783,0.07655343633445863,0.0005630104468719975,0.00012017950098057014,0.00015121173996617628,2.7252557327450723e-05,7.815843413827288e-05,0.002077916143771327,0.008033206469346285
102,0.07639991985536536,0.469,0.867,0.44537412567743395,-0.04788269964002146,6.138749895048805,0.07637900854794992,0.0005985164514731001,4.863741908172381e-05,0.00010860744564843924,2.705527519679895e-05,9.558656476882394e-05,0.0019941816140276276,0.00811963657514339
103,0.07663180186215528,0.371,0.7010000000000001,0.40077975051760584,-0.018045275410609688,4.841332070757135,0.07660424736225324,0.000555046292118123,0.00010490059948249578,0.00010189049880393449,3.2381020563913176e-05,9.139274472430841e-05,0.002077845507322596,0.008015539222328344
104,0.07728281753869194,0.437,0.833,0.5316575196159734,0.04180555990428891,5.65455574617941,0.0772601424092203,0.00048518089254355034,9.246108860368986e-05,7.856952703326967e-05,2.886636890464493e-05,8.145636390851756e-05,0.0019096858737810162,0.008611888403155282
105,0.0776406155665118,0.425,0.7889999999999999,0.44220633809167786,-0.002657138132887251,5.473939083216624,0.07761026090357094,0.0005419268031659572,6.45386905696376e-05,0.00015088699754800249,3.3038381668153846e-05,8.856544064256873e-05,0.002027756249557117,0.00840755402290736
106,0.0768205504579097,0.425,0.8029999999999999,0.43609996973448073,-0.0015293163511521748,5.532373791402691,0.07680829639898158,0.00043236690113833024,4.9415297082773916e-05,0.00010258293344334467,3.12982139650665e-05,9.152780451812179e-05,0.0019573868598642924,0.008414342563289212
107,0.07606189688801565,0.42,0.786,0.4773209140232173,0.016751148389582887,5.521818639532951,0.07604144332532264,0.0004491159453562737,7.081076489096984e-05,0.0001342922921669244,3.214793203072782e-05,7.131234322179819e-05,0.001998334562158719,0.008139231021579232
